power_usage,water_usage,gas_usage,temperature,humidity,usage_score,anomaly
127.92,52.04,32.4,38.06,52.51,43.49,0
136.14,44.77,24.51,32.55,70.35,38.41,0
133.87,58.42,33.33,37.4,53.97,45.28,0
142.64,48.87,10.0,29.95,84.8,34.65,0
102.52,70.55,26.51,40.08,73.9,40.04,0
91.7,48.44,10.0,24.56,36.94,25.12,0
133.05,56.33,30.88,22.23,54.24,36.65,0
157.48,62.06,49.72,31.4,20.32,52.65,0
134.7,35.86,15.48,30.37,90.65,32.64,0
79.28,48.38,17.27,36.48,56.89,29.58,0
97.66,55.87,28.13,35.18,46.56,36.41,0
140.18,38.83,26.42,26.58,53.78,36.61,0
133.26,71.45,25.79,25.98,38.85,40.23,0
88.93,34.71,35.77,28.41,80.57,28.63,0
108.36,54.54,33.72,29.64,74.6,35.32,0
157.25,40.85,27.97,27.93,47.33,41.33,0
100.52,52.64,30.87,29.31,36.21,34.71,0
164.64,46.78,29.08,29.1,47.92,44.32,0
133.08,77.11,22.74,32.53,44.78,43.23,0
128.01,73.23,25.65,22.15,54.47,36.8,0
122.69,53.47,46.1,33.01,36.5,44.31,0
111.75,46.58,10.0,25.82,26.47,29.62,0
152.53,67.51,27.69,38.65,55.35,49.11,0
77.36,56.61,34.51,15.36,57.09,23.96,0
129.74,47.24,32.14,32.34,32.45,41.23,0
106.56,73.76,29.32,33.37,37.23,40.37,0
141.3,63.66,21.8,33.35,60.19,42.24,0
134.02,55.93,37.47,40.92,72.88,46.76,0
139.78,51.19,10.0,34.77,56.16,38.3,0
106.95,67.64,18.82,22.64,81.73,29.47,0
91.14,24.47,38.31,38.87,50.34,34.94,0
121.92,54.83,22.24,31.82,74.1,36.16,0
136.18,61.95,26.4,35.22,20.0,45.13,0
155.69,76.5,24.69,28.59,70.41,44.44,0
126.49,33.25,41.27,19.21,45.01,33.68,0
117.33,50.18,21.35,40.81,54.61,39.94,0
110.02,43.68,46.78,23.64,51.52,35.39,0
116.18,69.48,26.84,25.51,56.84,36.0,0
127.55,44.27,32.58,36.98,62.34,41.35,0
124.11,50.9,28.56,15.39,31.91,31.42,0
106.26,47.51,11.0,41.75,79.9,34.3,0
165.12,59.63,42.39,24.81,27.75,48.26,0
135.93,44.43,25.05,17.38,95.0,29.64,0
158.72,68.16,11.8,32.5,59.75,43.21,0
136.25,47.13,46.21,25.56,76.48,40.17,0
123.69,61.09,35.03,28.45,75.43,38.68,0
104.61,59.39,28.44,14.3,64.85,26.88,0
105.18,18.7,35.32,33.38,58.96,32.77,0
138.12,38.44,26.68,33.58,23.93,41.24,0
136.5,35.0,34.12,39.81,80.03,42.56,0
104.64,43.44,14.5,28.29,44.07,29.34,0
148.69,38.56,33.41,19.99,56.51,36.35,0
105.53,62.51,26.17,26.75,47.15,34.04,0
84.59,26.23,27.56,27.66,40.02,26.34,0
103.08,42.29,27.71,37.28,61.65,35.69,0
86.89,49.94,21.84,26.5,83.48,25.95,0
155.75,68.46,33.45,19.48,58.65,41.46,0
129.93,45.09,38.85,22.81,55.18,36.67,0
96.94,57.34,29.76,27.34,34.49,33.57,0
110.7,44.39,26.59,25.31,90.05,29.67,0
189.37,52.87,12.58,33.55,35.97,48.48,0
102.62,70.31,20.63,32.05,82.43,34.17,0
105.62,25.88,23.22,38.44,72.06,32.82,0
149.86,31.73,25.88,45.0,30.21,47.62,0
115.77,45.87,27.97,27.86,54.53,34.18,0
171.73,56.97,10.0,41.61,69.76,47.6,0
147.35,65.13,25.89,24.86,29.89,41.79,0
173.21,49.76,24.88,34.71,73.84,46.78,0
147.28,57.49,14.43,21.8,57.22,35.06,0
129.48,29.03,22.74,25.51,88.14,30.17,0
172.63,50.29,37.87,16.21,59.79,41.32,0
133.91,47.98,23.38,25.84,65.8,35.06,0
135.06,50.3,31.67,38.04,38.86,45.03,0
116.93,52.9,13.66,35.67,54.51,35.84,0
60.0,54.89,24.22,27.51,50.34,24.54,0
133.17,33.85,26.73,30.39,52.95,36.67,0
141.09,59.45,29.23,26.17,59.81,39.83,0
123.84,31.93,25.62,33.78,42.71,36.67,0
126.1,57.05,34.86,15.78,92.21,31.33,0
110.58,59.01,27.68,19.83,78.46,29.8,0
99.05,59.09,34.42,33.67,90.3,35.68,0
135.01,55.9,28.47,29.18,72.35,38.93,0
111.41,35.73,41.77,29.68,54.81,36.18,0
127.59,57.87,28.42,35.0,84.63,40.16,0
134.79,36.64,34.59,41.5,86.0,43.15,0
160.57,57.67,29.54,38.15,44.45,49.92,0
134.5,59.92,21.13,15.95,49.92,32.15,0
105.75,52.81,19.68,38.17,68.67,35.8,0
94.51,42.62,26.36,36.09,56.52,33.52,0
168.86,65.77,37.23,25.18,74.83,46.38,0
105.37,57.81,33.53,31.37,79.37,35.82,0
128.02,18.0,29.75,18.92,80.23,27.15,0
120.38,72.23,12.92,28.69,45.42,35.96,0
128.28,41.21,31.92,27.45,27.61,37.86,0
98.69,45.75,40.75,30.25,61.87,34.98,0
124.47,40.06,15.49,24.34,48.78,30.46,0
148.76,56.58,33.63,27.08,58.2,42.4,0
122.52,73.61,22.37,33.14,51.93,40.7,0
166.56,46.83,27.99,35.7,57.2,47.24,0
149.32,37.6,41.58,26.97,58.66,41.67,0
108.29,35.34,22.12,27.52,56.52,29.69,0
139.55,53.58,10.0,36.49,27.58,40.89,0
98.8,42.14,23.16,29.5,31.18,31.44,0
105.33,31.17,28.84,36.97,59.58,34.75,0
117.04,42.62,51.73,30.0,64.23,40.24,0
114.89,39.25,28.47,20.42,77.27,28.36,0
88.09,55.05,24.22,26.53,53.93,28.94,0
145.57,50.08,20.15,17.42,27.13,34.4,0
121.1,60.8,38.39,24.14,47.6,38.21,0
136.67,51.93,30.64,18.65,34.04,35.85,0
113.19,55.06,40.78,34.06,69.74,40.41,0
114.74,53.05,18.25,20.26,58.44,28.67,0
91.97,67.78,25.25,24.66,63.62,30.25,0
131.12,48.05,19.38,14.69,45.06,29.07,0
140.14,18.0,10.0,30.41,71.67,30.77,0
134.41,54.84,38.48,23.12,67.0,38.32,0
116.92,39.69,31.1,26.02,43.29,33.91,0
116.36,26.06,32.09,39.88,68.41,37.81,0
107.43,48.04,22.1,30.66,65.14,32.44,0
149.21,50.27,28.13,25.99,81.72,38.55,0
123.95,55.06,34.22,31.65,44.01,40.86,0
122.6,35.93,39.67,31.47,50.18,38.85,0
122.11,46.79,34.9,21.31,41.8,34.47,0
110.93,37.63,28.39,33.93,62.57,34.89,0
110.46,36.27,28.32,43.01,56.32,39.45,0
105.77,54.84,23.14,40.28,80.3,37.4,0
109.34,48.33,35.89,22.59,64.18,32.15,0
109.55,51.65,40.26,38.02,41.07,42.57,0
122.31,34.19,27.07,39.4,67.32,38.64,0
140.72,41.14,35.93,37.47,75.68,43.67,0
88.21,18.0,17.92,32.65,88.97,23.58,0
151.55,32.57,20.89,19.19,33.96,33.75,0
94.82,47.26,48.38,24.98,58.68,33.85,0
124.17,28.99,33.92,22.38,62.56,31.61,0
154.45,49.53,36.96,31.51,68.87,44.92,0
121.43,69.88,16.67,34.59,38.8,40.0,0
130.99,55.99,43.61,15.61,88.9,34.24,0
119.12,56.88,33.7,27.47,67.31,36.86,0
158.31,55.64,42.16,20.91,81.93,41.76,0
160.55,41.24,25.12,41.05,33.46,48.56,0
129.46,62.33,27.19,28.27,37.08,39.84,0
155.15,38.97,34.56,30.26,61.77,42.72,0
180.92,33.13,11.19,18.68,67.23,34.87,0
126.51,28.98,31.63,28.22,58.33,34.62,0
134.65,51.66,34.6,32.46,41.37,42.94,0
138.9,42.29,28.7,37.53,53.95,42.88,0
104.85,66.9,30.48,27.72,75.08,34.66,0
112.32,63.47,34.32,24.15,65.03,35.16,0
143.72,73.1,14.56,38.56,76.2,44.07,0
137.25,32.14,28.42,23.85,56.04,34.15,0
123.06,57.26,32.72,36.41,81.74,41.14,0
125.25,65.56,43.27,38.18,41.76,48.11,0
156.56,53.26,18.33,30.68,32.01,42.77,0
157.17,44.75,32.15,30.33,47.35,44.07,0
118.74,52.76,36.89,32.95,26.47,41.76,0
96.98,48.76,28.93,36.5,36.5,36.65,0
100.75,67.54,36.43,45.0,76.46,44.01,0
132.29,48.95,25.28,16.42,53.44,31.27,0
136.63,44.76,38.17,30.58,51.43,41.74,0
112.3,60.55,34.26,28.81,67.18,36.96,0
78.32,65.87,21.32,35.15,65.46,31.74,0
129.04,54.71,30.41,25.21,48.96,37.34,0
98.95,27.44,26.33,27.28,35.24,28.85,0
127.7,54.63,30.57,31.75,52.0,40.25,0
133.11,50.96,35.62,35.55,72.03,42.82,0
156.53,60.2,21.97,32.73,40.46,45.22,0
92.45,41.33,37.13,14.36,67.74,24.13,0
164.97,44.26,19.34,38.04,61.24,45.49,0
144.26,43.46,26.83,27.85,63.69,38.23,0
137.52,45.76,28.81,37.34,79.79,41.75,0
96.17,20.57,32.61,19.66,52.46,24.23,0
134.5,48.76,27.52,27.23,60.68,37.22,0
144.55,58.69,10.83,29.81,45.91,38.44,0
160.17,35.02,16.08,26.5,68.55,36.42,0
98.26,65.55,21.0,35.49,53.07,36.0,0
175.65,37.98,16.75,43.85,52.61,49.24,0
87.39,69.89,31.59,27.91,26.98,34.7,0
75.31,53.33,28.22,34.23,58.0,31.01,0
105.78,36.84,18.61,35.12,48.9,32.78,0
123.93,30.94,37.91,27.13,47.72,35.92,0
148.96,58.76,39.04,33.77,62.29,47.18,0
112.75,74.11,50.32,36.59,65.3,46.78,0
135.75,54.86,33.31,28.83,44.69,41.29,0
105.38,68.45,22.55,28.43,95.0,32.43,0
117.87,33.82,27.06,28.07,89.09,31.02,0
115.69,40.92,31.75,27.18,47.96,34.37,0
128.02,66.97,30.47,20.36,43.34,36.75,0
103.12,35.17,27.1,23.85,77.3,27.05,0
124.05,43.25,21.77,30.78,38.63,36.06,0
144.5,49.56,22.14,23.49,87.61,34.62,0
133.13,39.25,21.23,31.98,37.42,37.67,0
137.3,41.93,25.98,31.13,46.17,39.07,0
169.77,48.36,26.22,31.29,53.11,45.61,0
123.53,60.39,25.19,30.12,50.06,38.29,0
152.35,55.56,10.0,27.47,43.89,38.14,0
123.86,60.7,27.25,28.9,40.99,38.74,0
119.75,49.48,10.0,35.84,61.2,34.74,0
135.29,50.98,32.82,18.68,40.73,35.67,0
108.82,54.13,24.14,19.49,70.9,28.16,0
118.37,37.37,25.95,17.0,27.72,28.88,0
147.53,55.25,36.76,38.72,36.28,49.65,0
147.96,28.3,21.88,26.5,68.04,34.69,0
148.99,46.58,22.93,23.17,54.55,36.7,0
139.85,27.35,26.84,30.76,63.42,36.65,0
127.9,53.15,30.06,30.79,34.28,40.36,0
133.37,35.41,25.54,23.33,37.78,33.87,0
95.19,52.66,24.43,25.58,65.5,28.89,0
115.77,39.8,22.37,31.84,54.3,33.98,0
108.19,22.25,28.46,20.33,69.25,25.12,0
147.86,22.97,26.29,30.99,47.1,38.28,0
150.99,41.26,15.59,30.97,56.99,38.33,0
152.55,69.17,24.44,36.03,59.69,47.04,0
118.58,58.93,10.0,32.87,45.69,35.14,0
121.29,50.73,23.38,30.84,83.14,34.81,0
137.39,50.62,30.35,25.3,95.0,36.0,0
160.18,69.39,38.04,28.81,58.25,48.17,0
150.69,38.34,24.36,34.87,52.08,42.17,0
92.96,18.0,22.79,36.72,45.29,29.82,0
175.23,46.41,30.66,16.52,85.96,38.36,0
145.32,28.16,36.93,30.07,55.82,40.21,0
134.12,79.28,36.99,18.37,54.9,39.56,0
176.0,57.68,28.26,28.77,42.38,47.8,0
141.94,43.17,34.1,26.66,40.49,40.08,0
123.93,49.18,34.96,36.17,27.84,43.28,0
141.09,48.98,21.9,19.84,35.91,34.64,0
151.12,46.24,38.72,27.75,25.03,44.59,0
108.81,41.67,28.57,26.98,58.12,31.86,0
158.16,52.87,37.71,19.36,20.0,42.6,0
123.62,37.46,28.82,32.27,70.37,36.03,0
115.27,47.33,29.23,24.44,57.04,32.76,0
131.85,61.74,30.11,21.87,29.59,38.06,0
104.55,35.67,35.26,28.0,32.69,33.64,0
93.13,36.68,32.82,26.54,67.64,28.66,0
142.03,39.36,38.07,35.65,51.05,44.49,0
78.08,44.85,29.12,41.61,50.65,34.6,0
136.56,70.61,31.57,25.92,42.81,41.86,0
119.28,46.97,16.31,29.04,56.73,32.64,0
92.59,58.37,24.71,32.6,34.38,34.35,0
137.82,47.92,26.92,20.84,49.88,34.91,0
113.2,58.28,50.23,28.06,64.88,40.38,0
125.68,47.35,41.68,27.14,37.63,39.95,0
113.19,59.14,25.15,30.41,82.77,34.76,0
127.95,44.12,33.64,28.8,41.43,38.61,0
107.55,37.93,32.25,36.01,63.6,36.23,0
114.44,46.0,23.31,29.21,57.93,33.34,0
97.08,58.34,49.24,19.62,65.43,33.0,0
147.91,40.08,29.94,38.25,41.33,45.48,0
131.95,37.08,33.11,24.26,63.39,34.85,0
142.89,27.77,10.0,39.27,53.06,37.99,0
77.99,60.61,36.49,25.09,61.97,29.73,0
115.96,32.98,10.0,27.14,20.0,29.46,0
122.51,38.51,24.65,17.95,37.09,29.48,0
151.76,50.6,21.89,34.37,42.2,43.73,0
127.79,37.31,35.67,28.92,20.0,39.25,0
152.3,50.27,25.59,29.32,65.24,40.99,0
135.63,61.81,37.57,33.85,51.59,45.43,0
112.57,45.3,41.99,34.1,38.24,40.82,0
133.75,46.77,35.69,43.31,70.76,46.31,0
114.72,60.1,30.29,15.82,71.12,29.69,0
123.18,37.38,30.61,42.76,76.08,41.33,0
135.3,34.8,28.51,22.62,64.54,33.15,0
148.08,23.82,24.55,44.6,40.19,45.17,0
156.87,27.74,11.31,26.0,36.93,34.99,0
118.05,58.74,18.41,20.5,55.68,30.35,0
124.29,62.9,22.83,25.29,48.85,35.86,0
121.11,54.57,35.26,39.96,46.45,44.56,0
114.35,35.68,30.54,25.62,51.53,32.14,0
141.97,54.04,39.08,27.14,30.5,43.54,0
113.85,62.12,42.92,28.57,90.37,38.26,0
109.66,52.61,25.58,18.22,65.87,28.06,0
134.27,49.06,31.66,39.7,50.88,44.94,0
114.71,55.55,35.57,42.54,56.58,44.4,0
130.58,47.09,33.48,29.45,66.18,38.55,0
147.82,50.17,28.24,27.69,68.26,39.84,0
76.28,61.67,41.83,30.49,53.29,33.98,0
101.46,40.25,21.98,29.24,52.05,30.19,0
136.6,61.17,15.75,15.99,21.78,32.84,0
134.39,49.59,31.97,17.93,58.87,33.83,0
148.42,44.86,24.51,39.63,59.26,44.73,0
144.13,65.31,27.86,36.06,36.17,47.0,0
137.79,75.23,25.32,28.41,53.22,41.95,0
150.88,31.26,26.59,24.3,95.0,34.32,0
144.72,44.06,48.11,30.75,26.82,46.8,0
162.42,40.18,29.79,24.94,30.79,41.94,0
153.92,29.26,18.61,34.74,91.02,38.09,0
136.98,60.45,14.82,18.01,41.91,32.59,0
126.59,53.56,38.85,29.14,51.62,40.59,0
107.83,38.53,31.09,36.08,95.0,34.55,0
123.2,66.91,25.76,29.77,20.0,40.61,0
75.54,46.84,10.5,34.76,80.51,25.03,0
145.76,31.12,32.02,16.38,36.57,33.64,0
146.44,37.1,29.51,21.53,75.55,34.62,0
149.28,56.27,39.48,15.9,54.03,38.47,0
138.24,72.6,27.11,19.8,71.3,36.89,0
162.49,51.74,42.17,38.61,44.18,52.71,0
121.97,47.16,14.02,33.73,49.71,35.3,0
135.91,50.06,22.79,31.93,35.56,40.13,0
128.76,33.04,18.76,25.16,50.38,31.36,0
90.65,47.6,24.95,37.4,50.95,34.12,0
131.41,38.81,34.75,36.54,59.72,41.71,0
110.74,52.69,29.23,27.2,64.21,33.72,0
144.45,48.39,32.9,38.64,76.65,45.16,0
123.25,48.38,30.74,23.87,27.21,35.91,0
142.02,48.2,34.0,28.97,30.19,42.45,0
113.37,57.85,43.03,33.05,78.03,40.45,0
118.75,39.53,19.57,30.65,56.24,33.12,0
109.41,47.45,29.37,25.46,49.36,32.64,0
149.26,44.89,15.42,24.13,46.49,35.59,0
130.99,34.48,20.11,24.74,46.47,32.28,0
119.53,57.96,29.67,32.13,38.07,39.91,0
119.01,53.51,23.49,32.35,20.0,38.73,0
104.83,45.98,25.98,34.78,42.29,35.82,0
109.17,62.66,32.34,30.62,43.03,38.35,0
123.84,66.84,32.46,41.43,20.0,48.15,0
146.09,52.41,11.06,25.35,69.12,34.51,0
99.46,59.9,14.98,24.46,65.17,27.86,0
130.44,37.87,35.23,32.38,45.98,40.13,0
146.95,58.16,36.34,26.97,35.5,44.02,0
134.07,42.41,29.87,32.97,62.78,39.59,0
150.09,69.06,41.68,45.0,73.07,54.53,0
159.11,52.86,18.78,26.74,34.64,41.19,0
125.03,51.26,25.98,25.5,20.0,36.67,0
138.87,39.39,35.16,42.87,79.18,45.43,0
123.87,48.98,11.15,34.73,50.96,35.65,0
116.05,49.68,26.0,12.97,67.86,26.18,0
127.83,33.26,39.18,21.41,29.76,35.29,0
86.74,34.79,25.6,25.64,42.93,26.3,0
129.23,47.98,19.07,32.93,38.2,38.11,0
81.39,31.1,46.64,34.63,48.57,34.08,0
137.52,46.98,35.18,31.77,73.26,40.99,0
117.1,24.62,20.95,22.95,48.92,27.58,0
114.79,48.08,35.94,34.36,49.5,39.72,0
114.41,68.19,41.05,38.38,52.56,45.56,0
159.96,57.68,10.66,35.22,77.4,42.17,0
149.84,45.9,33.87,14.89,51.87,35.38,0
93.63,50.05,32.53,33.47,49.63,34.92,0
129.68,63.52,25.96,36.27,53.87,42.91,0
96.3,49.76,30.93,31.47,74.31,32.74,0
173.7,41.83,29.96,27.74,75.22,43.42,0
132.29,60.88,31.71,40.56,53.03,46.58,0
119.59,53.59,23.98,18.33,37.68,31.06,0
145.79,30.49,30.87,22.79,64.43,35.09,0
136.27,23.7,25.63,14.73,34.89,28.62,0
126.93,57.28,25.74,42.22,71.07,43.6,0
115.31,77.31,24.93,28.86,49.07,38.54,0
132.83,61.63,33.14,33.98,58.55,43.55,0
96.94,53.56,37.05,32.45,55.52,36.29,0
128.53,53.57,24.32,23.83,65.85,34.09,0
148.19,53.47,42.68,32.42,29.02,48.16,0
96.62,61.06,29.73,31.84,67.63,34.61,0
123.52,58.22,16.29,17.48,70.72,28.5,0
116.11,41.71,20.77,24.01,63.64,29.55,0
135.9,56.96,30.99,22.99,52.07,37.76,0
130.96,37.66,34.52,31.73,33.67,40.31,0
117.22,48.89,25.45,23.43,44.62,32.53,0
142.13,50.71,34.84,22.21,57.73,38.26,0
105.31,46.91,40.44,12.46,34.85,28.71,0
127.62,58.97,20.36,26.13,37.15,36.32,0
133.52,45.92,23.44,12.5,65.26,28.08,0
119.73,57.76,18.22,33.25,46.11,37.33,0
120.32,56.28,37.76,18.6,65.69,33.61,0
139.57,43.74,33.65,31.51,49.78,41.59,0
116.36,39.71,29.09,33.83,54.33,36.69,0
108.41,55.85,30.02,20.05,58.84,30.62,0
110.42,76.08,26.78,33.16,81.63,38.45,0
137.61,61.28,22.83,25.76,52.03,38.11,0
125.14,37.42,17.47,32.86,47.06,35.03,0
145.43,56.93,17.65,43.49,48.06,46.73,0
135.81,78.17,40.74,22.17,67.62,41.87,0
68.62,54.1,14.48,26.96,43.23,23.72,0
141.19,55.46,23.79,37.06,62.11,43.31,0
126.69,45.87,24.88,25.59,70.26,33.48,0
102.34,44.81,23.27,31.38,60.45,31.95,0
94.63,60.69,37.05,17.74,64.38,29.07,0
150.45,33.52,28.77,34.77,59.03,42.11,0
84.06,33.0,23.96,24.12,53.51,23.89,0
113.04,65.58,31.28,23.91,72.09,34.39,0
112.85,36.62,28.91,33.84,47.25,35.94,0
105.25,54.64,33.18,26.59,92.8,32.21,0
169.3,82.32,24.97,12.0,88.04,38.59,0
102.44,41.04,30.44,31.42,72.95,32.55,0
95.93,38.31,15.88,28.78,57.8,26.94,0
129.71,38.51,43.43,18.25,53.04,34.64,0
95.33,42.73,21.15,19.56,41.07,24.95,0
139.17,37.79,35.21,21.13,50.33,35.84,0
148.56,57.03,34.11,19.53,49.86,39.18,0
139.61,46.68,20.32,28.61,74.5,36.12,0
117.71,40.69,40.15,35.75,74.95,39.65,0
102.35,49.15,31.23,34.09,74.64,35.11,0
138.21,43.57,42.02,34.51,32.46,45.7,0
145.67,50.03,26.08,23.21,37.66,38.21,0
158.55,25.88,27.36,30.78,74.57,39.39,0
103.25,37.88,27.85,26.74,20.0,31.94,0
116.92,56.12,21.06,26.67,41.48,34.22,0
150.48,48.29,15.35,23.12,74.53,34.36,0
119.32,55.99,39.09,33.68,41.38,42.47,0
115.76,51.67,14.55,30.03,39.5,33.6,0
111.3,37.58,20.14,22.38,58.74,27.38,0
101.3,40.1,25.53,22.8,28.89,28.93,0
140.15,55.32,17.86,27.57,78.1,36.14,0
78.38,75.16,27.65,30.07,62.07,32.2,0
142.76,50.12,41.11,28.81,31.02,44.43,0
135.11,69.44,34.84,23.94,91.41,38.8,0
153.29,45.68,21.58,22.17,85.18,34.99,0
105.9,44.44,28.7,19.53,69.85,27.45,0
89.05,62.13,40.03,22.66,55.39,31.9,0
108.58,76.67,35.63,35.05,56.91,42.51,0
142.83,51.79,27.24,36.16,75.41,42.81,0
113.97,51.33,34.5,25.5,33.28,36.07,0
141.2,48.49,18.79,31.22,73.36,37.66,0
83.59,56.87,27.54,23.78,65.89,27.21,0
137.93,31.88,36.16,28.53,61.55,38.15,0
128.32,43.9,15.81,33.02,60.92,35.5,0
123.7,45.45,28.73,33.63,26.89,39.99,0
106.44,54.31,35.49,24.79,62.69,33.54,0
113.29,67.57,27.23,25.88,76.2,34.52,0
108.44,61.94,30.36,24.06,52.49,33.88,0
142.68,59.85,30.12,29.0,33.76,43.1,0
124.46,63.99,13.68,32.16,46.64,37.39,0
97.15,60.09,17.61,29.48,59.43,30.89,0
123.18,48.58,42.59,12.0,20.0,33.2,0
126.76,65.93,27.93,22.89,76.81,35.36,0
140.16,34.37,16.6,27.18,70.21,33.1,0
116.49,23.09,16.41,23.98,64.44,25.91,0
91.21,42.03,26.23,20.44,37.4,25.95,0
115.34,51.94,21.83,24.15,29.65,32.87,0
147.26,39.24,29.3,33.47,72.27,41.15,0
101.54,46.25,29.44,23.01,27.79,30.93,0
134.94,38.47,46.85,20.95,56.19,37.58,0
111.09,62.4,29.65,35.26,34.56,40.75,0
124.62,30.59,26.31,41.24,20.0,41.65,0
144.51,37.37,40.79,30.24,65.82,41.86,0
102.02,49.3,20.11,28.25,54.77,30.48,0
151.95,61.98,52.32,28.36,47.97,49.37,0
120.81,46.92,29.37,18.46,71.79,30.0,0
97.27,70.08,40.29,22.29,25.66,35.85,0
102.47,59.62,28.01,24.66,58.56,31.92,0
136.52,48.54,10.89,34.6,40.99,38.24,0
121.44,63.42,53.37,25.18,68.25,41.73,0
120.88,47.48,41.3,20.7,35.94,35.87,0
116.74,53.69,28.62,19.26,86.08,29.72,0
112.61,54.12,32.9,25.25,20.0,36.37,0
91.37,70.38,21.93,38.18,37.34,37.79,0
102.02,72.74,15.61,34.83,55.13,35.95,0
144.96,51.96,36.58,24.09,37.31,41.33,0
146.55,31.3,23.49,25.47,59.8,35.14,0
131.16,47.22,20.99,35.15,79.31,37.87,0
112.39,63.47,43.13,23.65,50.14,37.78,0
140.6,53.98,41.9,42.84,39.27,51.38,0
130.08,42.42,29.52,21.71,35.34,34.53,0
145.73,63.24,28.13,24.69,31.61,41.6,0
143.84,53.82,24.25,36.86,95.0,41.93,0
134.94,58.13,41.35,30.61,57.69,43.77,0
112.39,38.19,25.89,36.11,49.26,36.38,0
89.0,43.02,28.25,27.68,56.49,28.84,0
103.77,75.54,23.85,30.43,53.95,36.5,0
116.25,42.79,29.93,19.9,52.99,30.4,0
81.62,59.13,42.68,22.93,68.67,30.24,0
122.11,26.57,30.32,35.47,39.6,37.73,0
121.4,59.24,22.34,39.45,28.11,42.83,0
105.9,46.32,20.64,12.81,47.06,23.55,0
118.66,47.11,33.59,30.17,43.88,37.9,0
149.25,70.47,37.94,37.34,53.63,50.83,0
170.21,52.16,22.15,41.67,66.18,49.78,0
95.22,58.06,25.69,18.91,52.86,27.25,0
120.41,57.68,20.09,42.0,20.0,43.57,0
106.93,69.3,30.89,26.01,40.42,36.35,0
113.91,49.57,14.6,33.87,39.93,34.89,0
119.95,66.35,25.44,38.32,60.72,42.11,0
131.61,56.37,36.1,34.17,54.28,43.62,0
97.83,61.89,31.37,39.21,37.01,40.56,0
123.99,38.12,23.81,25.19,48.83,32.52,0
123.95,63.58,30.42,21.28,84.35,33.94,0
119.27,48.63,19.0,36.35,50.08,37.51,0
148.49,36.66,33.72,12.0,51.84,32.36,0
113.04,56.88,22.56,37.9,35.17,39.92,0
127.5,41.36,31.19,38.14,41.42,42.22,0
119.3,53.92,28.72,21.62,49.87,33.23,0
124.98,62.56,43.14,36.0,42.03,46.51,0
94.53,74.82,32.05,29.33,47.86,36.45,0
105.06,30.65,14.75,37.92,56.53,31.87,0
108.42,43.51,19.5,31.11,58.26,31.93,0
166.53,54.92,36.49,12.58,65.73,38.43,0
168.47,56.02,26.43,33.48,67.44,46.88,0
99.66,36.37,26.99,15.0,63.09,22.85,0
133.86,52.19,26.47,18.62,78.78,32.12,0
79.17,75.87,17.67,32.37,66.71,30.96,0
145.12,48.5,32.84,24.6,40.35,40.08,0
124.51,38.91,25.18,28.47,41.79,35.05,0
151.5,47.44,13.19,34.6,26.78,42.04,0
125.69,57.03,31.26,23.04,64.14,35.42,0
112.22,62.24,18.26,34.05,44.62,37.09,0
118.21,50.02,21.05,21.2,67.01,29.58,0
132.47,63.97,29.83,27.39,24.74,41.42,0
103.03,45.62,23.55,31.39,76.64,31.45,0
131.63,75.6,43.4,37.94,44.93,50.42,0
97.37,43.26,27.88,26.46,46.23,30.19,0
135.69,32.01,16.34,21.31,43.72,30.3,0
127.7,47.2,39.11,20.83,41.86,36.3,0
122.28,57.67,22.37,24.87,47.1,34.53,0
111.85,48.28,34.06,36.84,32.68,40.85,0
157.78,63.88,25.98,22.93,72.63,40.41,0
93.02,27.2,28.12,32.73,42.27,30.55,0
140.18,55.36,39.93,16.53,61.76,36.74,0
165.43,32.12,17.98,21.85,43.88,36.32,0
108.38,18.0,28.37,27.83,62.11,28.65,0
159.34,42.95,14.01,32.12,54.19,40.41,0
191.14,37.86,15.41,23.8,20.0,43.3,0
120.1,62.56,36.3,22.7,65.2,36.18,0
123.03,65.82,24.32,13.5,61.55,29.87,0
113.39,38.1,18.07,27.16,43.59,30.48,0
81.63,58.71,13.84,26.71,75.98,24.79,0
134.48,38.5,26.9,34.96,57.57,39.65,0
121.86,57.78,39.88,31.81,58.43,41.58,0
126.09,70.01,39.9,28.28,62.91,42.07,0
137.93,39.9,36.89,30.56,20.0,42.55,0
95.54,63.75,43.95,28.04,46.99,37.34,0
100.52,36.56,16.75,36.81,52.34,32.02,0
90.56,51.55,29.82,25.44,45.55,30.12,0
154.62,56.74,37.78,43.78,20.0,54.73,0
139.56,63.5,22.5,28.08,40.79,40.41,0
85.67,44.72,16.38,32.79,54.45,28.28,0
113.84,47.26,13.1,31.26,55.17,32.12,0
128.76,41.56,33.31,25.81,94.31,34.18,0
137.38,62.34,17.81,12.0,69.94,29.23,0
141.23,37.37,38.78,23.99,71.41,37.39,0
101.05,54.7,26.96,30.82,54.47,34.01,0
100.68,41.84,26.65,32.04,83.95,31.2,0
159.92,49.86,15.59,35.74,34.32,44.66,0
127.14,47.59,26.76,41.62,44.53,43.56,0
143.02,29.14,33.14,18.1,46.5,33.5,0
134.51,47.78,28.39,33.74,58.46,40.66,0
157.04,69.89,18.44,30.72,80.84,42.8,0
138.18,45.35,27.97,34.51,56.74,41.35,0
79.08,22.07,10.0,19.47,65.67,15.17,0
117.35,30.13,35.22,36.29,80.7,36.9,0
140.02,33.29,31.13,31.66,46.43,39.84,0
