pm25,pm10,no2,so2,co,o3,nh3,temperature,humidity,wind_speed,aqi_category
76.975,84.999,54.032,25.506,2.696,45.3,18.799,26.611,59.697,3.53,Poor
49.556,67.71,49.028,46.642,2.554,24.895,36.37,28.632,79.493,6.982,Poor
55.008,89.656,58.984,12.594,2.243,49.026,32.501,21.196,85.612,2.02,Poor
13.889,20.0,41.982,12.921,2.191,25.688,24.302,38.725,36.261,3.778,Moderate
32.974,45.609,35.16,18.699,0.481,21.706,3.172,44.0,61.311,3.598,Moderate
56.191,92.478,38.658,42.022,1.296,31.91,34.788,21.552,38.591,3.041,Moderate
10.895,20.0,45.836,18.083,0.667,23.682,47.138,37.577,55.918,5.814,Good
78.494,92.496,27.957,26.678,1.686,24.811,40.088,35.714,60.433,2.997,Poor
47.375,63.025,25.523,40.514,2.252,19.947,40.338,40.226,60.927,3.565,Moderate
36.99,76.526,41.65,32.567,2.431,27.216,17.619,31.915,47.216,4.899,Moderate
118.145,151.138,53.859,31.256,3.367,23.321,54.794,28.475,49.988,5.455,Very Poor
52.908,105.105,59.002,24.96,1.074,58.184,47.577,20.164,42.493,6.437,Moderate
70.726,127.109,43.577,42.756,2.302,10.934,20.114,27.609,60.275,2.809,Poor
23.07,45.183,46.413,31.308,1.303,58.493,24.708,32.379,24.026,5.46,Moderate
109.683,148.209,43.529,16.065,2.831,34.692,33.628,22.412,41.241,3.867,Poor
13.358,20.0,81.203,40.92,0.504,36.68,22.853,21.366,42.645,2.497,Good
37.283,78.217,92.694,24.066,1.486,61.034,35.356,27.861,64.578,4.271,Moderate
20.491,33.773,78.504,36.436,1.89,20.03,5.196,25.003,54.294,3.285,Moderate
45.36,85.556,24.929,17.747,1.485,27.705,23.27,25.197,50.195,3.278,Moderate
57.14,92.692,51.456,23.006,2.002,48.632,13.654,27.307,54.766,3.256,Poor
24.052,39.764,41.175,34.102,1.664,70.36,44.841,29.118,63.717,3.711,Moderate
20.095,40.563,28.464,32.631,1.176,31.628,13.193,21.785,55.443,4.378,Moderate
88.692,88.187,12.193,21.796,2.863,38.922,45.366,28.618,59.31,5.243,Poor
62.981,85.093,62.276,35.992,1.995,29.435,42.132,32.163,82.697,3.396,Poor
170.046,293.026,49.913,27.201,2.778,29.753,33.698,25.768,58.993,2.827,Very Poor
80.096,113.397,50.787,22.587,2.058,52.496,56.042,38.15,55.215,4.231,Poor
48.68,64.563,56.392,46.365,2.015,48.568,40.198,28.301,64.214,2.806,Moderate
65.858,109.749,31.613,17.332,1.702,40.659,35.131,40.663,51.696,1.219,Moderate
48.779,74.25,65.437,25.811,1.687,32.144,3.436,33.312,31.948,2.092,Poor
33.575,87.691,60.599,31.078,0.54,18.495,31.158,31.41,66.389,3.226,Moderate
36.913,90.95,81.469,27.894,1.519,16.829,19.745,19.021,80.913,5.142,Moderate
50.938,95.642,28.786,27.439,1.487,51.243,32.451,16.299,92.623,2.01,Moderate
67.357,100.869,58.828,20.25,1.926,5.0,51.227,19.944,56.589,5.125,Moderate
14.619,22.388,38.466,17.924,1.559,39.596,21.662,40.763,51.075,3.143,Moderate
66.085,134.893,54.868,27.185,1.626,30.166,36.684,30.924,88.845,4.764,Poor
51.472,46.468,60.874,29.05,1.547,45.376,38.457,30.844,39.843,4.114,Moderate
58.782,76.039,44.558,16.24,1.856,51.779,34.103,25.389,74.201,4.961,Moderate
61.124,83.647,91.938,19.141,1.918,26.185,21.843,33.14,88.752,4.238,Poor
92.239,148.843,53.9,25.259,1.222,29.106,6.847,33.669,67.154,2.164,Poor
142.646,206.234,74.906,33.225,2.236,40.299,26.088,33.346,23.491,2.247,Very Poor
103.091,184.598,61.435,27.579,2.362,29.68,44.219,22.186,18.0,5.059,Very Poor
164.772,271.065,19.77,16.874,3.031,24.897,45.406,35.0,76.87,0.822,Very Poor
31.034,51.09,23.993,23.119,1.722,22.326,25.938,26.557,47.678,5.128,Good
41.695,77.884,38.544,15.816,1.536,23.242,19.592,28.231,76.223,1.286,Moderate
65.204,93.927,24.671,11.805,2.132,41.922,36.204,28.866,79.753,4.616,Poor
62.49,89.756,54.056,22.472,1.658,54.263,53.096,31.564,72.174,2.355,Poor
82.475,86.572,52.952,38.325,1.919,24.647,41.077,27.884,21.653,1.674,Poor
59.122,77.552,6.0,24.107,1.776,32.09,46.686,33.067,62.933,3.383,Moderate
88.309,98.637,47.773,11.436,2.269,35.375,39.459,29.607,39.561,2.668,Poor
95.041,154.845,6.0,5.577,1.872,21.45,34.714,35.885,48.881,3.895,Poor
29.146,39.13,27.277,2.0,1.835,23.812,18.856,18.953,42.665,5.843,Good
32.897,45.386,50.752,19.938,1.031,21.225,49.583,22.322,88.309,4.676,Moderate
22.761,39.044,41.356,36.592,0.925,33.108,39.571,18.606,39.02,5.819,Good
28.306,29.838,75.535,6.684,1.463,32.8,31.878,33.844,38.656,5.517,Moderate
28.653,72.328,52.089,29.07,1.588,35.639,38.235,26.963,62.928,4.877,Moderate
12.17,20.0,30.561,37.62,1.106,26.632,25.702,15.369,81.714,2.006,Good
61.99,55.846,60.685,17.706,1.913,34.273,17.031,20.426,69.95,4.469,Moderate
46.607,93.607,43.694,14.272,1.969,74.492,26.499,33.317,56.323,4.179,Moderate
60.005,128.927,40.583,21.254,2.186,54.291,58.682,28.523,56.31,1.647,Very Poor
52.572,70.421,48.931,38.606,2.141,33.645,18.022,29.491,69.705,3.748,Poor
16.236,20.0,46.83,25.556,1.989,41.817,35.361,31.162,85.829,3.116,Moderate
57.746,74.072,39.465,28.823,2.241,17.368,45.366,20.712,50.645,5.148,Moderate
9.433,20.0,69.231,32.427,1.276,29.103,39.61,23.877,62.178,4.574,Good
38.086,47.595,56.355,21.933,1.065,35.353,12.38,31.387,50.713,0.575,Moderate
75.889,106.577,32.044,24.683,2.608,25.119,15.733,32.237,50.692,3.356,Poor
53.308,93.167,26.668,43.857,1.362,41.795,35.453,23.509,52.664,3.092,Moderate
38.683,50.019,55.806,15.976,1.687,35.286,55.669,34.187,59.923,1.746,Moderate
85.645,96.677,55.708,48.291,3.176,33.272,34.798,17.657,84.997,4.359,Poor
66.067,131.729,44.12,19.506,1.492,52.271,19.372,31.224,59.172,2.578,Moderate
68.002,103.045,30.206,28.201,2.044,47.953,28.844,18.035,53.93,2.81,Moderate
54.242,87.209,49.066,33.825,1.558,58.603,12.689,39.803,56.847,4.176,Poor
109.736,155.858,40.243,35.303,2.422,54.863,33.951,14.134,62.791,2.873,Very Poor
18.355,35.182,15.304,19.466,1.466,51.654,29.781,36.047,56.017,2.681,Good
8.0,20.0,57.319,11.368,0.958,31.223,9.964,24.367,47.799,2.876,Good
30.192,64.158,63.394,17.28,1.971,54.588,20.406,26.957,69.572,3.348,Moderate
62.029,104.295,59.148,29.412,2.421,43.503,50.965,21.828,87.165,1.875,Poor
48.827,56.415,55.797,34.522,1.4,61.827,38.87,22.186,44.898,6.581,Moderate
80.536,156.834,43.165,15.76,1.555,28.37,18.964,35.56,50.633,6.398,Poor
62.611,81.888,28.693,10.895,3.011,26.838,41.037,39.456,52.283,5.311,Poor
86.894,107.28,25.258,21.636,2.183,39.272,23.292,19.122,58.95,5.894,Poor
89.39,160.272,37.872,30.8,2.417,35.452,63.81,27.048,70.172,3.739,Poor
33.948,57.767,30.101,18.183,1.264,29.711,37.838,24.097,52.34,2.104,Moderate
93.852,88.236,39.813,32.154,2.62,33.958,31.728,31.439,65.298,4.169,Poor
57.105,101.918,48.578,9.848,1.845,36.072,30.728,33.049,34.354,3.245,Moderate
154.998,273.604,22.863,45.18,2.998,69.505,26.867,19.569,32.994,3.014,Very Poor
135.401,93.013,47.715,27.525,2.643,32.239,27.999,26.911,86.247,2.055,Poor
23.216,33.405,87.679,2.0,1.459,37.305,16.306,31.027,34.578,3.632,Moderate
57.178,110.809,65.073,29.408,1.675,51.497,45.775,32.076,52.944,5.726,Moderate
26.373,30.698,86.971,16.051,1.372,27.941,29.602,29.169,47.236,5.528,Good
80.441,106.705,70.79,31.303,1.507,29.164,27.394,31.776,42.309,3.325,Moderate
74.129,101.169,23.762,19.426,1.326,26.007,52.406,20.516,55.197,4.986,Moderate
107.057,175.093,73.628,14.163,2.126,35.432,41.9,34.181,28.152,0.363,Very Poor
50.787,94.159,71.105,27.714,1.689,34.405,33.668,31.941,62.436,3.098,Moderate
59.198,78.459,48.186,4.049,2.267,26.305,56.066,34.45,30.363,2.441,Moderate
116.246,155.737,39.06,25.717,2.48,66.746,76.395,29.636,32.562,4.917,Poor
12.822,20.0,47.389,15.843,1.723,44.243,20.751,34.379,19.914,1.55,Moderate
50.095,65.017,76.951,17.156,1.433,53.273,39.722,25.711,66.906,7.818,Moderate
20.927,30.075,66.653,21.128,2.131,30.396,25.199,27.975,47.436,4.264,Moderate
61.58,45.561,40.757,25.909,1.793,26.861,8.469,23.19,68.713,3.62,Poor
41.439,42.858,60.224,20.679,1.764,19.52,30.725,27.882,58.058,5.641,Moderate
35.892,67.614,58.429,39.034,2.755,13.573,42.999,23.626,44.125,1.423,Moderate
104.865,151.345,51.898,25.742,2.482,23.479,38.025,37.187,71.005,2.545,Poor
60.057,106.11,14.28,39.065,2.233,28.696,10.732,19.531,47.818,3.852,Moderate
116.476,210.692,90.737,37.227,2.002,55.818,32.85,39.017,41.253,5.174,Very Poor
45.443,26.375,79.815,9.107,2.565,44.299,44.8,25.38,69.632,5.139,Moderate
50.623,77.849,34.845,27.187,2.093,26.069,68.61,25.508,54.502,3.615,Moderate
50.87,81.449,41.023,34.346,1.73,51.766,3.462,34.204,61.525,3.493,Moderate
88.374,118.993,48.428,47.997,1.592,7.019,50.546,25.472,48.146,4.786,Poor
31.314,60.69,42.29,28.046,1.415,5.0,30.816,44.0,27.512,4.698,Moderate
32.798,57.771,59.51,9.061,1.854,36.39,26.822,23.741,69.34,3.196,Moderate
69.976,81.368,30.514,2.0,1.53,35.785,42.093,23.882,39.768,3.168,Moderate
35.516,69.196,48.825,19.971,1.705,40.687,28.974,35.557,52.506,5.302,Moderate
51.587,44.97,36.626,20.701,1.755,27.15,17.8,26.072,33.952,1.679,Moderate
84.832,107.411,25.146,33.528,2.168,27.131,32.386,12.0,40.072,1.982,Poor
41.266,82.463,57.598,40.692,1.603,46.727,30.268,13.415,47.808,0.3,Good
74.225,113.211,39.994,30.66,2.848,36.917,29.456,24.874,58.28,3.348,Poor
38.372,60.657,38.694,11.648,2.12,44.276,25.973,23.62,80.175,5.046,Moderate
70.816,105.013,67.441,7.522,1.838,21.982,22.946,36.789,30.553,0.3,Poor
44.29,62.429,59.239,21.006,0.999,47.593,38.833,32.301,74.588,3.137,Moderate
36.433,59.294,41.6,20.026,1.522,47.295,22.462,30.624,54.068,3.209,Moderate
45.168,82.601,84.411,37.869,1.783,59.918,31.17,31.949,63.879,3.085,Moderate
73.57,85.115,64.433,27.434,2.248,34.482,30.679,32.818,66.219,3.404,Moderate
49.135,76.081,47.959,33.73,1.755,25.511,29.866,37.39,76.986,4.078,Moderate
84.367,154.843,72.819,31.911,2.174,40.71,17.826,20.411,32.9,2.328,Poor
66.22,117.957,23.439,26.552,2.182,29.005,24.319,31.03,52.594,3.436,Poor
48.54,73.249,39.551,16.628,2.318,37.233,24.025,26.532,41.929,5.894,Moderate
31.16,45.921,25.861,15.168,1.346,22.482,41.344,21.487,49.247,1.085,Good
80.505,90.888,80.699,35.389,1.592,46.089,45.933,27.914,89.462,6.373,Poor
113.666,120.428,63.82,38.823,2.23,23.724,46.55,34.352,37.417,3.051,Very Poor
35.476,55.856,83.766,31.157,1.335,39.77,24.629,26.898,76.46,1.259,Moderate
51.812,81.347,8.762,13.865,1.744,40.74,33.753,25.503,30.397,5.855,Moderate
95.012,155.775,36.819,17.653,2.793,40.06,44.93,31.292,91.009,1.784,Poor
40.951,83.703,55.444,28.802,1.292,50.261,25.838,18.082,83.105,5.049,Moderate
27.379,58.908,36.062,33.219,1.392,31.29,29.943,32.144,59.705,6.228,Moderate
137.854,168.292,87.494,29.199,3.103,19.166,21.55,33.546,64.589,3.415,Very Poor
41.555,44.277,55.772,26.241,1.626,55.463,28.65,28.258,46.59,1.938,Moderate
53.876,48.398,36.792,5.263,1.548,40.131,25.589,27.74,70.478,3.731,Moderate
50.989,79.665,29.995,24.046,1.322,49.561,33.468,33.989,55.918,3.746,Moderate
23.681,57.873,33.932,28.693,1.466,5.0,46.348,31.516,60.476,5.795,Moderate
47.536,84.777,15.886,25.277,1.178,58.979,15.631,20.467,30.254,3.536,Moderate
65.837,70.622,68.667,17.442,1.785,8.25,33.862,28.968,33.681,3.953,Poor
54.756,57.182,63.82,34.657,1.157,18.603,33.628,37.913,74.815,4.405,Moderate
62.458,112.609,48.078,16.583,2.673,41.392,27.151,34.099,51.506,4.78,Poor
36.672,75.432,80.5,26.519,1.239,34.644,55.494,26.75,96.0,3.687,Moderate
25.881,39.024,32.559,2.344,1.188,39.25,18.183,39.033,54.36,2.918,Moderate
23.432,23.949,59.639,19.15,1.17,22.928,23.916,27.369,87.682,3.734,Moderate
193.538,241.703,56.745,25.312,3.858,24.169,20.642,25.304,19.407,5.229,Severe
18.872,35.344,50.215,17.605,0.95,5.314,42.708,38.901,74.383,0.405,Moderate
70.362,116.229,69.074,10.995,1.623,20.229,32.918,32.427,18.0,2.986,Poor
72.769,123.135,77.391,32.415,1.618,35.393,25.344,41.577,56.514,4.917,Poor
88.264,104.887,64.649,24.091,3.254,46.08,26.626,29.5,20.722,0.561,Poor
15.698,32.768,27.554,28.632,2.784,47.147,37.635,28.981,40.59,5.972,Moderate
56.959,86.755,35.334,14.669,2.541,5.0,38.289,25.909,76.205,5.279,Moderate
93.12,163.719,45.167,54.529,2.056,23.575,44.167,26.709,62.297,2.877,Poor
57.175,113.395,44.657,30.614,2.185,22.885,25.201,24.638,46.447,1.638,Poor
66.245,94.948,75.062,14.871,1.444,5.0,24.369,42.676,86.828,2.512,Poor
52.855,91.307,66.839,35.94,1.785,47.126,39.28,25.196,60.832,0.462,Moderate
28.676,60.758,55.33,32.891,1.861,50.982,48.025,22.374,48.687,0.3,Moderate
68.657,105.46,52.158,19.216,3.235,25.053,18.933,30.17,18.0,0.875,Poor
36.353,71.714,52.002,44.604,0.611,43.064,32.96,18.361,70.35,4.925,Moderate
49.056,91.078,32.934,31.957,0.991,26.964,39.465,31.787,47.815,3.554,Moderate
93.074,166.679,20.565,30.696,1.488,31.844,44.428,29.081,90.748,3.271,Poor
79.058,99.239,47.904,26.255,2.377,42.54,32.806,33.867,33.655,2.109,Poor
74.517,107.502,72.393,11.84,1.697,12.569,18.354,33.216,60.7,5.108,Poor
86.039,120.675,47.832,29.696,1.695,37.527,25.374,23.497,18.0,2.71,Poor
74.604,101.547,67.484,19.592,2.227,15.603,24.457,26.029,48.0,2.476,Poor
63.225,95.253,75.127,24.007,1.552,40.928,22.674,34.31,39.297,4.585,Moderate
72.652,78.564,17.991,22.554,2.216,43.681,34.465,13.14,57.735,1.834,Poor
23.982,37.115,35.164,31.051,0.659,29.254,20.945,21.303,73.213,4.489,Good
85.505,82.834,55.519,16.938,1.997,41.448,2.0,31.972,35.467,2.953,Moderate
30.537,61.105,55.991,46.834,2.084,13.47,6.23,38.58,42.666,4.107,Moderate
52.789,96.43,31.929,14.368,1.884,41.677,42.53,21.901,37.937,0.3,Moderate
24.286,49.73,70.493,31.726,1.076,16.946,39.575,44.0,77.489,4.71,Moderate
65.991,85.103,36.472,27.396,1.41,43.41,33.055,38.406,61.41,2.196,Poor
96.91,129.636,49.791,13.169,1.733,31.345,51.379,24.426,37.433,1.889,Poor
40.277,45.11,31.305,33.123,2.308,11.96,15.409,24.738,47.228,0.78,Moderate
169.08,183.12,20.507,20.782,3.569,26.855,27.272,27.258,60.942,3.512,Very Poor
35.997,59.829,48.276,24.27,1.791,44.738,35.67,25.663,27.793,1.095,Moderate
56.033,76.986,40.413,22.082,1.96,49.143,32.703,28.726,52.562,3.844,Moderate
45.621,80.849,33.791,34.727,1.309,33.617,27.312,39.244,54.639,4.643,Moderate
96.184,160.04,46.089,4.381,1.4,28.816,38.149,23.368,64.504,2.446,Poor
114.112,177.672,83.627,28.588,2.307,9.65,26.957,26.894,82.31,1.799,Very Poor
50.281,75.901,63.813,27.537,1.586,56.11,18.144,34.88,89.736,2.289,Poor
23.825,50.509,39.923,16.956,0.671,23.024,15.629,21.62,41.23,2.972,Good
42.744,69.531,46.734,16.345,1.195,37.581,30.666,24.96,41.151,5.008,Moderate
39.071,78.385,43.132,44.899,1.895,32.511,15.951,34.035,49.843,3.28,Good
16.369,30.327,48.287,32.95,1.555,20.494,15.56,21.57,55.731,4.816,Good
54.696,92.632,51.401,19.17,1.939,47.723,29.28,18.433,74.209,2.889,Poor
28.348,52.053,49.996,19.856,1.124,56.16,35.345,27.926,93.509,1.13,Moderate
46.118,74.365,60.19,23.023,1.718,28.796,33.131,24.762,47.568,4.923,Moderate
83.247,140.938,41.196,32.79,1.986,13.226,35.721,36.191,77.814,2.826,Poor
52.273,98.288,43.443,18.51,0.261,18.358,52.178,39.749,69.509,4.451,Moderate
46.303,96.558,33.601,3.351,1.375,9.429,42.926,22.282,72.952,2.066,Moderate
8.765,20.0,22.968,23.412,1.881,42.092,30.809,40.06,34.612,4.645,Good
20.49,37.047,59.582,13.124,0.964,18.461,21.883,36.415,71.78,3.693,Moderate
70.359,89.96,51.634,31.035,0.928,5.0,37.575,20.266,70.462,4.57,Moderate
33.986,34.698,59.582,11.307,1.593,25.221,28.771,24.479,63.855,4.904,Moderate
31.015,52.759,54.098,18.67,1.483,32.775,29.768,31.345,61.157,2.591,Moderate
115.397,92.165,51.93,25.772,2.819,27.985,19.673,30.083,37.959,1.325,Poor
65.944,77.983,86.44,26.865,1.805,64.601,36.268,23.237,18.0,3.755,Moderate
41.896,61.571,42.296,22.385,0.751,28.551,34.696,44.0,49.432,3.191,Moderate
51.835,71.48,55.515,24.851,1.556,37.523,34.383,25.018,65.126,2.698,Moderate
86.841,131.097,38.982,29.616,0.821,35.518,31.197,21.281,78.376,3.412,Poor
28.084,33.461,43.228,36.548,1.854,18.283,28.634,27.186,65.529,3.175,Moderate
96.756,150.457,28.971,28.874,1.916,20.001,31.403,24.986,26.694,3.603,Poor
64.157,79.837,32.862,21.117,1.207,39.125,52.096,35.401,58.169,3.655,Moderate
106.78,185.954,73.981,17.297,2.241,29.667,9.516,24.019,38.285,2.235,Poor
38.383,59.217,36.417,13.627,2.039,28.394,22.093,36.568,68.634,3.215,Moderate
62.054,120.219,71.502,17.419,1.54,38.579,19.998,30.982,69.164,5.248,Moderate
16.692,41.764,53.453,30.072,1.537,48.498,46.77,29.128,63.929,0.3,Moderate
36.013,70.793,50.212,23.424,1.614,26.086,9.754,28.933,49.506,2.941,Moderate
41.291,69.848,60.277,8.912,1.72,26.419,29.753,30.988,55.915,4.15,Moderate
115.34,129.451,34.08,30.661,3.279,49.248,35.356,27.883,55.433,0.311,Very Poor
42.272,67.192,67.0,27.04,1.551,20.699,14.626,30.973,70.722,4.398,Moderate
77.526,123.907,75.313,16.882,2.512,33.724,24.244,39.353,34.605,3.121,Poor
38.631,74.259,31.395,41.954,1.26,57.243,34.857,33.816,35.5,2.089,Moderate
70.921,108.094,54.847,33.892,2.877,36.448,32.757,27.069,44.364,4.298,Poor
57.164,66.887,62.637,37.419,1.455,33.381,33.214,34.234,49.96,0.31,Moderate
104.36,185.075,65.022,39.05,1.716,21.54,37.974,15.882,73.631,5.018,Poor
73.296,97.007,60.269,17.152,1.394,41.59,59.839,38.505,59.206,0.3,Poor
99.405,127.275,38.237,22.077,1.641,35.045,21.809,25.817,40.397,2.266,Poor
46.949,81.511,79.728,32.975,1.385,23.921,21.702,32.59,69.573,2.03,Moderate
33.874,66.369,47.881,23.321,1.473,16.003,35.451,23.351,42.886,5.303,Moderate
114.41,181.612,49.355,14.065,2.359,33.079,42.432,23.528,71.501,3.267,Very Poor
84.109,144.181,34.319,25.235,1.301,26.686,51.329,30.828,34.108,5.75,Moderate
116.026,144.879,30.045,36.245,2.291,38.638,25.694,18.091,41.406,4.8,Poor
15.367,34.624,68.293,33.056,1.547,24.492,24.069,30.657,41.678,3.92,Moderate
175.082,309.418,57.438,22.677,2.821,50.745,47.612,27.331,80.977,4.577,Very Poor
89.77,190.096,29.188,21.696,1.292,29.971,46.26,28.839,61.364,3.362,Moderate
68.331,104.986,34.7,29.658,1.772,19.752,37.692,28.023,96.0,3.699,Moderate
34.53,61.049,32.917,38.154,1.437,39.098,32.118,33.944,92.841,1.5,Moderate
28.914,52.986,67.855,27.223,2.154,32.191,25.576,26.941,53.705,5.261,Moderate
88.279,137.35,37.649,23.45,2.242,50.843,14.685,20.505,42.214,3.305,Poor
70.681,102.829,14.922,25.971,1.4,60.77,37.863,25.635,59.956,4.702,Moderate
12.516,20.0,54.16,27.813,2.145,33.159,43.179,34.138,54.812,5.163,Moderate
34.385,74.111,59.945,30.745,2.154,36.184,32.749,24.636,69.089,3.876,Poor
35.081,63.303,79.495,25.03,2.313,19.961,20.721,16.64,50.324,3.27,Moderate
23.514,33.359,55.112,11.24,1.408,40.058,19.355,20.166,41.974,3.885,Moderate
33.906,74.895,69.124,11.656,1.592,28.329,28.468,33.639,42.565,4.707,Moderate
29.67,60.119,36.255,23.723,1.77,33.058,18.864,31.359,63.47,3.674,Moderate
60.137,85.125,49.251,11.185,1.618,42.561,14.359,27.894,33.711,2.854,Moderate
39.688,61.785,43.178,29.444,2.023,41.28,31.24,33.269,56.582,3.491,Moderate
59.752,52.894,36.517,11.108,2.306,47.981,19.819,22.016,28.015,3.496,Moderate
16.596,40.245,23.479,16.853,1.065,19.189,20.734,14.698,71.956,5.902,Good
28.927,39.969,66.365,25.608,0.922,25.539,17.092,26.974,33.028,2.605,Moderate
51.891,85.391,52.824,16.871,1.384,19.339,34.974,31.497,59.819,2.015,Moderate
82.834,151.596,57.9,24.25,1.801,14.37,42.418,34.249,59.163,4.142,Poor
68.951,81.102,81.764,31.756,2.513,22.339,40.453,36.268,66.031,3.071,Poor
51.34,73.156,34.399,10.953,1.645,44.01,36.256,32.624,77.881,5.417,Moderate
37.039,60.903,14.86,36.548,1.729,37.248,25.094,16.135,68.606,2.298,Moderate
69.668,124.656,59.417,28.608,2.71,33.507,18.088,28.964,91.679,1.915,Poor
21.748,20.102,43.747,7.152,1.325,45.215,27.101,25.394,75.936,4.196,Good
37.815,55.068,46.164,18.741,1.047,32.046,23.648,25.55,51.808,4.729,Good
22.915,37.937,48.758,9.886,2.314,42.918,44.725,33.221,65.96,1.231,Moderate
47.104,56.671,33.263,26.808,1.432,30.503,28.406,29.868,42.466,4.155,Moderate
17.512,27.116,30.344,28.184,1.918,43.076,52.27,21.712,82.672,5.304,Moderate
143.938,254.735,49.705,29.563,3.199,42.131,23.056,27.847,82.46,3.107,Very Poor
34.934,48.941,35.719,25.419,1.099,13.263,44.47,31.138,60.628,6.066,Good
112.226,144.595,59.711,25.719,2.318,11.047,36.269,29.752,54.17,1.608,Poor
36.218,53.784,63.058,37.124,1.527,22.274,27.216,25.894,61.352,1.757,Moderate
30.553,54.121,43.694,5.498,1.713,30.065,12.561,23.252,52.992,4.085,Moderate
29.103,43.458,35.769,30.435,1.112,47.46,36.835,35.461,41.796,0.3,Moderate
64.077,131.381,51.477,29.024,1.511,40.956,14.745,28.604,72.306,2.49,Moderate
46.711,56.124,45.333,17.981,2.22,25.274,13.67,32.681,61.961,2.78,Moderate
63.832,131.178,51.351,41.204,2.695,35.216,37.937,26.293,68.788,2.113,Poor
107.816,162.312,57.999,28.215,1.355,38.391,43.307,27.666,71.266,4.184,Poor
64.087,72.637,27.768,12.187,2.507,52.201,31.755,44.0,81.08,2.747,Very Poor
28.587,42.983,60.402,29.278,1.694,48.615,16.469,32.479,60.596,4.142,Moderate
24.671,52.454,13.942,22.94,1.181,11.428,19.191,30.796,35.005,0.3,Good
36.394,58.169,54.898,13.895,1.81,46.318,12.116,30.388,26.657,0.3,Moderate
66.89,139.992,52.149,23.253,1.26,8.381,39.182,28.411,50.532,3.545,Moderate
125.889,186.419,16.544,40.021,2.171,48.119,49.546,37.667,49.891,1.521,Poor
33.867,67.63,37.586,18.24,1.295,32.376,12.726,25.813,61.322,1.476,Moderate
54.943,71.108,72.922,30.105,1.309,48.259,35.342,34.063,60.781,3.392,Moderate
34.028,54.551,62.14,31.498,2.244,44.926,28.184,27.781,55.587,6.988,Moderate
19.744,22.363,46.327,23.427,1.541,52.324,32.468,33.498,42.868,4.378,Good
24.618,68.683,57.782,21.5,1.851,60.918,29.164,28.927,18.0,3.907,Poor
88.437,116.295,29.183,41.419,1.659,5.0,10.973,32.545,68.483,5.457,Poor
47.193,66.058,34.866,23.866,1.517,49.914,42.684,28.73,39.31,5.046,Moderate
69.203,104.332,61.515,20.349,2.335,29.491,44.063,22.496,58.952,4.953,Poor
51.538,70.959,97.859,10.584,2.572,46.884,21.592,40.61,64.475,4.9,Poor
45.084,42.459,70.001,39.334,2.079,29.156,35.541,31.022,76.21,3.048,Moderate
27.201,25.545,66.211,6.636,1.164,8.205,10.741,34.103,53.179,3.343,Good
56.118,114.715,42.098,19.148,2.037,44.968,56.116,25.494,82.537,1.122,Moderate
50.454,50.813,48.707,24.01,0.734,31.154,2.0,32.537,55.418,3.974,Moderate
61.376,101.409,63.995,33.189,1.466,31.934,23.06,35.054,43.975,0.988,Moderate
24.595,26.817,72.097,29.985,1.57,38.51,31.732,24.102,52.182,4.714,Moderate
26.549,47.365,47.638,14.952,1.858,29.177,49.499,26.174,53.038,2.985,Moderate
95.497,148.937,30.453,26.745,1.851,42.276,20.766,32.608,94.868,1.488,Poor
29.785,59.457,49.059,9.078,1.685,31.119,40.82,21.454,73.352,1.516,Moderate
57.913,79.899,57.297,20.78,1.838,37.429,20.917,23.274,67.211,1.382,Moderate
56.136,88.027,55.01,5.51,2.543,36.722,39.49,35.394,92.552,1.561,Moderate
66.629,127.151,39.352,29.589,3.534,40.11,41.419,25.358,73.336,2.725,Poor
72.257,118.658,58.133,9.063,2.126,42.062,29.616,26.821,18.0,2.399,Poor
84.516,160.765,45.497,31.307,1.371,26.06,10.333,14.089,67.776,4.78,Moderate
39.473,72.384,25.876,4.567,2.163,62.695,39.403,42.979,35.01,3.599,Moderate
82.901,131.075,40.718,35.329,2.222,19.335,34.532,21.022,48.61,0.875,Poor
54.007,104.527,46.457,2.304,1.401,24.227,33.054,20.183,18.0,3.566,Moderate
50.886,71.864,37.986,20.577,1.289,37.592,11.687,31.502,59.637,5.246,Moderate
35.116,41.926,56.138,6.688,1.954,34.159,33.691,37.058,73.467,5.488,Moderate
38.603,59.057,15.839,24.464,1.652,65.817,40.102,32.983,93.048,5.666,Moderate
28.186,29.878,69.011,20.276,1.698,33.139,34.715,43.179,69.576,4.319,Moderate
31.824,38.273,23.149,14.733,1.838,40.705,29.784,44.0,76.395,6.268,Moderate
31.431,53.249,7.431,20.456,1.766,26.454,53.42,18.023,74.391,0.505,Moderate
51.029,88.643,58.424,22.335,1.31,57.295,40.928,31.571,68.145,1.106,Moderate
75.591,72.284,43.777,2.0,2.011,47.697,56.348,32.811,69.811,2.506,Poor
74.78,87.147,56.334,9.459,2.319,24.11,25.223,29.14,24.512,4.579,Poor
84.916,97.901,43.591,36.849,2.005,44.03,37.518,30.119,53.225,2.233,Poor
30.685,40.548,17.113,17.525,1.513,48.317,19.494,26.957,42.553,2.572,Moderate
167.817,294.085,66.634,41.395,3.574,35.043,28.048,25.317,62.661,0.507,Severe
58.49,92.141,38.151,41.529,2.236,19.848,31.514,32.081,71.077,0.3,Poor
60.519,115.952,58.627,6.832,1.613,30.808,36.152,30.377,77.168,3.356,Moderate
